asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
B09D8L99FM,"5,0 sur 5 étoiles",Rien,5-juin-2021,France,Achat vérifié,Superbe tele,,/gp/customer-reviews/R13R11HQJD1NB5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bon produit,29-mars-2021,France,Achat vérifié,Très bon produit,,/gp/customer-reviews/R10GMRBROFBUXL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Colis arriver casser,28-octobre-2020,France,Achat vérifié,Article arriver casser,,/gp/customer-reviews/R16W2P3A7ACFSO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Niquel,5-mars-2022,France,,Reçu aujourd'hui,Une personne a trouvé cela utile,/gp/customer-reviews/RU85X94XFWFCZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Utiliser dans une cuisine,8-février-2022,France,,Qualité d'image suffisante. J'ai rajouté une barre de son pour gagner en qualité de son.  Emballage très bien fait et de bonne qualité,,/gp/customer-reviews/RSEEL18C2JRJQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Tv conforme  au descriptif,11-août-2021,France,,La télé est conforme au descriptif de l'annonce télé arrivé avec du retard heureusement que j'ai demandé l'emballage Amazon prime en plus du carton TV d'origine car il arrivait sacrément abîmer,,/gp/customer-reviews/R3VTA3RK574XTF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",De l'animation,23-mars-2021,France,,Plus de télé et en période de confinement c'est la mort. Donc télé de remplacement urgemment sollicitée. Et pas trop chère si possible et voilà pourquoi.,,/gp/customer-reviews/R22P8MHLEK7W8E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Et la notice dans tout ca ????,26-avril-2021,France,,Apparemment la télé est pas mal mais le probleme c est qu il n y a même pas la notice ni de guide pour la mise en route,,/gp/customer-reviews/R3SCCIPWYB5XG0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Parfait,25-mai-2021,France,Achat vérifié,"Je cherchais une tv plus grande que la mienne et donc c'est une 101cm, le son est parfait je n'ai pas besoin de le mettre  à fond, dans la journée je mets à 28, et le soir 14 c'est suffisant pour moi. La qualité de l'image est parfaite aussi. Le seul point négatif que j'ai trouvé c'est que la luminosité reste assez forte le soir mais ça ne donne pas envie d'enlever une étoile. Ça fait quasiment 1 mois que je l'utilise et tout est super. A voir dans le temps.",,/gp/customer-reviews/R2JK7ASSULQFUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Très belle image,26-novembre-2021,France,Achat vérifié,Tv connectée très simple a paramétrer s’adapte bien avec une box qualité d’image top je met simplement 3 étoiles car les mesures avec pieds étaient erronées du coup j’ai eu un problème de hauteur obligée de la mettre sur un autre meuble,,/gp/customer-reviews/R1M61BNRH3YKSO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Pas déçue ok pour le prix,27-juin-2021,France,Achat vérifié,Je regarde la télé sur ce poste.,2 personnes ont trouvé cela utile,/gp/customer-reviews/R3T4CJ4LAH3DTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",IMPOSSIBLE FRANSAT,2-novembre-2021,France,Achat vérifié,REFUSE TOUT MOT DE PASSE.JE FONCTIONE DONC AVEC UN DECODEUR FRANSAT A COTE.TRES DOMAGE.,,/gp/customer-reviews/RX2HKNAQNJOF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Pas beaucoup d'entourage que de l'écran👍,22-avril-2021,France,Achat vérifié,📺 pour mettre dans la chambre,,/gp/customer-reviews/RDMJ8YYRHAM1T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles","Très bon produit, rapport qualité prix imbattable",3-mai-2021,France,Achat vérifié,"Excellent produit, installé facilement dans mon camping car.",,/gp/customer-reviews/R11HF1TKETWLOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Bof,22-juin-2021,France,Achat vérifié,"Franchement même si ok c'est pas chère, rien a voir avec ma télé a 1200€. Après, oui sa dépanne.",,/gp/customer-reviews/R2UN987O8ZCUHM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",téléviseur,31-décembre-2021,France,Achat vérifié,"très bon produit grâce à sa qualité d'image, netteté et le son",,/gp/customer-reviews/RVMWCG3DRH03P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Livraison rapide,15-mai-2021,France,Achat vérifié,Rapport qualité prix très intéressant,,/gp/customer-reviews/R2VD5NW9JKHY4U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Parfaitement parfait,11-juin-2021,France,Achat vérifié,Qualité d’image au top au top elle est parfaite,,/gp/customer-reviews/R2QYLNBP5TKV1Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent produit,16-août-2021,France,Achat vérifié,"Très bon rapport qualité prix, belle image",,/gp/customer-reviews/R3JU24O4A6DPCO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Un prix plus que correct,17-mars-2021,France,Achat vérifié,Très bonne qualité pour le prix,,/gp/customer-reviews/R2F6AX6G3SJH3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent,30-avril-2021,France,Achat vérifié,Excellent,,/gp/customer-reviews/R2T2P8XPO6F7V0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",livraison rapide,5-mai-2021,France,Achat vérifié,écran PC,,/gp/customer-reviews/R3T92TIDCBS51B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles","Pour le prix, c'est parfait",15-avril-2022,France,Achat vérifié,"Franchement pour le prix, c'est une très bonne télé, je recommande",Une personne a trouvé cela utile,/gp/customer-reviews/R117CYAES2DN6Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Techniquement loin,28-mars-2022,France,Achat vérifié,Pas D'USB autre que les vieux modèles,,/gp/customer-reviews/R20E0KUE0A12XX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Article arrivé écran JS,25-mars-2022,France,Achat vérifié,Écran HS,,/gp/customer-reviews/RGJPDYF2L9GHE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Pas déçu du tout,23-mars-2022,France,Achat vérifié,J'avais une Continental Edison de 2019 qui m'a lâché comme ça sans raison donc j'ai de grande espoir pour cette télé en tout la qualité d'image et de son est top réglage simple à faire aucun soucis a voir sur le long terme pour le moment je suis entièrement satisfaite,2 personnes ont trouvé cela utile,/gp/customer-reviews/R1L49BI0VPBSAB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",Bonjours,23-avril-2022,France,Achat vérifié,La tv a bien etais arivee avec le carton ouvert ;mais quand je suis arivee du travail j'ai monte la tele mais casser fe l'interieur des raillure .voici la preuve.,,/gp/customer-reviews/R3NUQ9BRD9O5GD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Image de qualité modeste,4-avril-2022,France,Achat vérifié,La TV fonctionne bien mais l'image est de qualité modeste au regard des marques classiques. Bon fonctionnement avec tuner satellite,,/gp/customer-reviews/RNKJUE2QN10DU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Très bonne qualité image et son,8-avril-2022,France,Achat vérifié,Je n’avais pas de télé,,/gp/customer-reviews/RK1D7JASKBP45/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",A ne PAS louper,13-avril-2022,France,Achat vérifié,TV au top,Une personne a trouvé cela utile,/gp/customer-reviews/R1DAQMZO0WNUO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Conforme à mes attentes,14-avril-2022,France,Achat vérifié,"Je ne pourrais rentrer dans les détails technique je n'y connais pas grand chose. Mais au delà de mes espérance pour le prix vendu !! Image net, couleurs vives, systeme Android parfait.",,/gp/customer-reviews/R2UMDEV23EE53E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Sympathique,21-avril-2022,France,Achat vérifié,"L’écran donne une bonne couleur, très léger, une légère odeur de plastique chaud au premier démarrage",,/gp/customer-reviews/R1YOVRQH03LFE6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bein et col,26-mars-2022,France,Achat vérifié,Si top merci on vois  bein l'image,,/gp/customer-reviews/RPQZB63FIAU05/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",il manque le mode d'emploi car impossible de s'en servir  merci,14-avril-2022,France,Achat vérifié,decupar le produit. la telecomande ne reagit pas d'ailleurs  celle livree avec la tele n'est pas la meme que le dessin je ne recomande pas!,,/gp/customer-reviews/R2VJKBWF21KEE4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,,"Immagini ok, audio mmmm",9-août-2021,Italie,Achat vérifié,"Installato nel camper, con cavo 12 volt acquistato a parte, tutto ok la ricerca canali e la visione.",9 personnes ont trouvé cela utile,
B09D8L99FM,,Ottimo rapporto qualità-prezzo,20-mars-2022,Italie,Achat vérifié,"rapporto qualità prezzo fenomenale, il design è il classico delle tv led di questa fascia di prezzo,unica pecca e il sistema android fermo al 9 lento ma aggirabil etipo con una chiavetta amazonfire che si interfaccia in modo perfetto con la tv ed è controllabile tramite uno dei due telecomandi in dotazione .Possiede prese: 2 usb 2 hdmi 1 cuffia 1 cavo ottico un rca ma non è presente vga e scart (modello 43 pollici)",4 personnes ont trouvé cela utile,
B09D8L99FM,,"I televisori a 24 pollici, hanno un audio scadente, perchè gli auto parlanti sono Piccoli",18-août-2021,Italie,Achat vérifié,"** Si vede Bene, però molti TV a 24 pollici hanno auto parlanti troppo piccoli, perchè lo spazio dove sono alloggiati  è ristretto, bisogna tenere l'audio basso o hanno un suono metallico, altri che hanno preso altre marche hanno dovuto restituirlo perche l'audio era molto fastidioso, Anche questo, è meglio di altre marche, ma bisogna tenere l'audio con un volume non molto alto",7 personnes ont trouvé cela utile,
B09D8L99FM,,"Gutes Bild, aber sonst...",6-mai-2021,Allemagne,Achat vérifié,Hauptgrund für den Kauf war der leider selten gewordene Kopfhöreranschluss und die etwas mittig angebrachten Füße (kleiner Unterschrank).,2 personnes ont trouvé cela utile,
B09D8L99FM,,Non è una tv Oled come descrizione,10-janvier-2022,Italie,Achat vérifié,Non è una tv Oled come descrizione,8 personnes ont trouvé cela utile,
B09D8L99FM,,"(Flackert)  beim Start, wohl ein Defekt. Schade ansonsten gutes Preis-Leistungs-Verhältnis",2-avril-2021,Allemagne,Achat vérifié, Sieht ganz nett aus der Fernseher passte auch ganz gut von der Größe  für meine Bedürfnisse.,2 personnes ont trouvé cela utile,
B09D8L99FM,,Super 12-V-fernseher,18-mai-2021,Allemagne,Achat vérifié,"Dieser 12-Volt Fernseher ist seinen Preis wert. Habe ihn im Wohnmobil verbaut, wo er einwandfrei funktioniert. Wie bei Flachbildschirmen üblich ist die Tonqualität lausig, weshalb man unbedingt einen externen Lautsprecher anschließen sollte. Sonst alles bestens!",4 personnes ont trouvé cela utile,
B09D8L99FM,,"TV tecnologicamente avanzato, ottimo.",3-mai-2022,Italie,Achat vérifié,"Mi sono imbattuto in questo marchio vedendolo in una nota catena di ipermercati e ho deciso di acquistarlo su Amazon. Non è un Oled ma si vede che è una meraviglia, e poi a veramente tutto, facile da programmarlo, i canali digitali si vedono bene e si collega alla rete WIFI senza problemi, basta andare sul PlayStore e si installa l'App che si desidera, compreso un browser per navigare.",,
B09D8L99FM,,Bien televisor 4K OLED para este dinero,19-février-2021,Espagne,Achat vérifié,"El televisor se ve bien. Los mandos a distancia son cómodos de sostener. La calidad de la imagen es buena para su precio. Pero no es comparable con un televisor OLED 4K por 1100€. Si aún no tienes un televisor OLED, verás la diferencia. La calidad de la imagen era pobre al principio, después de cambiar los ajustes de la imagen, la imagen del televisor ha mejorado. Se criticó en una reseña que el televisor pone las caras rojas. Después de hacer cambios en la configuración, esta crítica me resulta incomprensible. También se criticó el sonido. Esto también es ampliamente cambiante y bueno para el consumidor medio. Puede ser que la imagen se queme. Sin embargo, esto sólo ocurrió una vez y se pudo remediar desconectando el enchufe. Los ajustes de los canales son fáciles de usar. La antena y el satélite también son fáciles de ajustar y se describen en el manual mediante imágenes.",2 personnes ont trouvé cela utile,
B09D8L99FM,,Würde ich nicht nochmal Kaufen,9-juillet-2021,Allemagne,Achat vérifié,Der Preis geht so.,4 personnes ont trouvé cela utile,
B09D8L99FM,,Buon prodotto,12-novembre-2021,Italie,Achat vérifié,"Prodotto di buona fattura, buon rapporto qualità prezzo, immagini buone, audio nella norma, per la cucina è perfetto.",2 personnes ont trouvé cela utile,
B09D8L99FM,,"Buena, sin demasiadas pretensiones.",23-janvier-2022,Espagne,Achat vérifié,"Buscaba una tv barata y esta cumple. Tiene una entrada usb, una entrada Hdmi. Así que con un amazon fire tv o un Chromecast, la conviertes en una smart tv. Lo peor de esta tv, el sonido (la tengo en una buhardilla pequeña) y para oír medianamente bien, hay que subir el volumen a partir de 50, cosa que se arregla con una barra de sonido, por menos de 20€. Por ahora, contenta!",,
B09D8L99FM,,sono rimasto soddisfatto.,17-mars-2022,Italie,Achat vérifié,"Sono rimasto abbastanza soddisfatto in considerazione del prezzo economico, non si può pretendere di più,",,
B09D8L99FM,,TV in camper MA SENZA ATTACCO 12V,19-février-2022,Italie,Achat vérifié,"Tv 12v presa per il camper. Si vede molto bene, ma l'audio lascia molto a desiderare. Certo, non si può pretendere molto da un 24pollici. Sono rimasta delusa dal fatto che nella scatola non è presente l'attacco accendi sigari (12volt) che ho dovuto acquistare a parte.",Une personne a trouvé cela utile,
B09D8L99FM,,"qualità prezzo ottimo, tutte le funzioni che possono servire,speriamo duri",13-juin-2021,Italie,Achat vérifié,"televisore comprato solamente perchè avendo 535 mm di spazio in altezza era il più grande 40pollici che  poteva stare dentro il mobile , la descrizione recita ""Altezza (con supporto): 526 mm "" per sicurezza ho controllato anche sul sito del produttore ed era scritta la stessa cosa, arrivato a casa scopro che fa 56 cm buoni, visto che non ho intezione di fare resi ho messo in morsa la base e tutto si è risolto :)",2 personnes ont trouvé cela utile,
B09D8L99FM,,Consigliato,31-décembre-2021,Italie,Achat vérifié,"Costa poco, si vede bene, ingressi di ogni tipo, that's it. Piuttosto plasticoso ma privo di difetti visibili.",Une personne a trouvé cela utile,
B09D8L99FM,,Pessimo venditore,26-février-2022,Italie,Achat vérifié,Non ho ancora avuto modo di provare la TV dopo un mese dall'acquisto in quanto all'interno manca il cavo a 12 volt che il venditore non mi ha ancora spedito...e che devo usare sul mio camper.,Une personne a trouvé cela utile,
B09D8L99FM,,Non è tv sat,12-avril-2022,Italie,Achat vérifié,"Rassicurato dal venditore al momento dell’attivazione non è tv sat,bisogna modificare alcuni parametri che io non sono in grado,chiamo assistenza strong l’operatore scocciato non ha saputo indicarmi come fare e di guardare i parametri su in altra tv,sconsigliato sia per l’acquisto che per assistenza……",,
B09D8L99FM,,ottimo,4-mai-2021,Italie,Achat vérifié,ho acquistato questo televisore nella sezione usato ricondizionato ad un prezzo veramente conveniente. è vero è spartano non è smart tv ma con gli accessori giusti diventa un televisore invidiabile. le caratteristiche vanno tutte verso il segno positivo quindi ritengo di aver fatto un buon acquisto rispetto soprattutto al prezzo pagato.,Une personne a trouvé cela utile,
B09D8L99FM,,gut,17-septembre-2020,Allemagne,Achat vérifié,"leider kein 12 volt kabel dabei, nach nachfrage auch nicht nachlieferbar, habe mir selst eins gekauft funktioniert, daher nur 3 sterne",5 personnes ont trouvé cela utile,
B09D8L99FM,,"TV LED 24 Pollici, HD Ready (1366x768 pixel), DVB-T2, USB",21-février-2021,Italie,Achat vérifié,"Ottima tv a led molto funzionale, ottima risoluzione ed ottimo audio nulla da recriminare per ora",4 personnes ont trouvé cela utile,
B09D8L99FM,,qualità,9-février-2021,Italie,Achat vérifié,Ottimo prodotto raffrontato al prezzo. Immagine nitida e facilità di utilizzo nel settaggio.,4 personnes ont trouvé cela utile,
B09D8L99FM,,Sehr zufrieden bis beeindruckt - Preis/Leistung absolut Top,26-février-2021,Allemagne,Achat vérifié,Ich habe den Fernseher endlich geliefert bekommen - ja hat leider etwas länger gedauert ist aber vermutlich der Corona Situation geschuldet. Aber gestern war es soweit es klingelte und da stand dieser schwarze Karton. Zu Verpackung muss ich sagen das ich das schwarz irgendwie cool finde - keine Ahnung warum hat aber irgendwie was cooles - nicht wie andere langweilige Verpackungen - ist wie bei Grafikkarten das lassen sich die Hersteller auch immer was schönes einfallen - das Auge kauft ja mit.,Une personne a trouvé cela utile,
B09D8L99FM,,"Si vede bene da ogni angolo, il sensore telecomando richiede precisione",7-décembre-2020,Italie,Achat vérifié,Eccezionale. Qualita ottima rapportata al prezzo. Non c'è la smart tv..,6 personnes ont trouvé cela utile,
